image,caption
4859271957.jpg, There is a blond female office and a male brown headed officer standing in front of a pole talking .
4859271957.jpg, Two Spanish safety workers are conversing near their van .
4859271957.jpg, A taxi in a downtown intersection .
4859271957.jpg, Police officers in Madrid talking .
4859764297.jpg," A young child wearing a red hat and a tag "" 513 "" participant tag rides a horse ."
4859764297.jpg, A young boy in a red hat rides on a horse .
4859764297.jpg, A little boy in a red hat riding a horse .
4859764297.jpg, A child in a red hat is riding a horse .
4859764297.jpg, Young boy in red hat riding a horse .
4860086271.jpg," A boy wearing shorts , crocs , and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background ."
4860086271.jpg, A kid with white shirt and gray shorts and croc shoes is playing with a yo-yo
4860086271.jpg, Two boys are playing on the sidewalk .
4860086271.jpg, A young boy is playing with a yo-yo .
4860086271.jpg, two kids playing with toys
486016665.jpg, Two woman with long hair and ponytails jog along the roadside .
486016665.jpg, Two girls jogging in a park along side a pond with cyclists .
486016665.jpg, Two women jogging through a road by the waterside .
486016665.jpg, Two women jogging on a paved trail around a lake .
486016665.jpg, Two women jog down the street .
4860408066.jpg, A woman and a man with tattoos on the upper area of both of his arms having fun on the sidewalk with a few streamers around them .
4860408066.jpg, A girl with blond-hair is connected to ribbons of many colors and is enjoying some sort of celebration .
4860408066.jpg, A woman wearing a yellow t-shirt laughs while being entwined in pink white and teal streamers .
4860408066.jpg," Several women are wrapping themselves up in pink , blue and white ribbon ."
4860408066.jpg, Girl tangled in multicolored bands on tracks .
4861590390.jpg, A lady in a blue-green costume standing outside .
4861590390.jpg," A woman in a blue , green , and gold costume ."
4861590390.jpg, A costume with vibrant blue and green colors .
4861590390.jpg, A lady wearing a celebratory bug dress
4861590390.jpg, A woman is wearing a peacock costume .
4861870951.jpg, Man in a blue jacket and khaki pants bicycling on a sidewalk next to a tree .
4861870951.jpg, A man wearing a blue jacket is riding a bicycle in an empty park .
4861870951.jpg, A man in a blue jacket rides a bicycle on the sidewalk .
4861870951.jpg, A man in a blue coat rides a bicycle along a sidewalk .
4861870951.jpg, Man rides a bike past an old baseball field
4861894586.jpg, Asian kids who are wearing backpacks are standing in front of a yellow school bus .
4861894586.jpg," A group of students are outside , waiting , in front of a yellow school bus ."
4861894586.jpg, A group of students wearing backpacks wait at a bus stop .
4861894586.jpg, A bunch of kids waiting for the school bus .
4861894586.jpg, Students sit outside by a school bus .
4861969983.jpg, An Asian woman in a black dress sitting down next to her purse and dog on a gravel wall looking at her phone .
4861969983.jpg, A young Asian woman with long black hair sits cross-legged and checks her mobile phone .
4861969983.jpg, A girl in a black dress looks at a cellphone next to a small orange dog .
4861969983.jpg, A woman looking at her phone and holding her pomeranian .
4861969983.jpg, A woman with a small dog checks her cellphone .
4862273608.jpg, Three men stand near a building with a woman who is trying to shade her eyes from the sun .
4862273608.jpg," 3 men and woman waiting outside if a large building , possibly at an elevator ."
4862273608.jpg, People waiting outside of a building in the sunlight .
4862273608.jpg, Four people standing outside of a convenience store .
4862273608.jpg, People standing outside a door .
4862725791.jpg, This image shows four men sitting in front on several stacks of books that bear what appear to be either Chinese or Japanese symbols .
4862725791.jpg," A man with a white shirt , brown shoes , and blue socks is reading near other people and piles of books ."
4862725791.jpg, A group of men sit against a wall selling books that are laid out on the street .
4862725791.jpg, Man reading a book while working as a street vendor .
4862725791.jpg, Asians sell colorful books on a sidewalk .
4862877623.jpg, A man with a blue shirt riding a red bike doing a wheelie in the middle of the road .
4862877623.jpg, A man rides his bike on one wheel while towing something behind him .
4862877623.jpg, A man on a red bicycle that is dragging a wagon behind it .
4862877623.jpg, A guy riding a bike in the street doing a pop-a-wheely .
4862877623.jpg, A man on a red bike popping a wheelie .
4864024783.jpg, Young boy sleeping on wooden style cot with empty water bottles at feet over green water and ladder leading up brick wall .
4864024783.jpg, A young boy dressed in dirty clothes lays on a woven mat in shallow dirty water filled with garbage .
4864024783.jpg, Small child sleeping on a bed frame on the edge of some sort of green water stream .
4864024783.jpg, A young boy sleeps on a makeshift cot in a flooded area .
4864024783.jpg, A boy in white asleep at the bottom of the river .
4864050589.jpg," A very aged woman wearing blue is standing in front of a pile of things , many in black trash bags ."
4864050589.jpg, Smiling woman in a blue apron standing in front of a pile of bags and boxes .
4864050589.jpg, An elderly hispanic woman wears a blue vest in front of a pile of boxes .
4864050589.jpg, A woman wearing a blue vest seems to be in a very messy area .
4864050589.jpg, A woman in a blue smock in a blue smock is smiling .
4864287224.jpg," A boy is filling a UNICEF bucket with water with an older boy , possibly an older brother ."
4864287224.jpg, A young child is filling a bucket of water from a faucet .
4864287224.jpg," A young boy hold a blue bucket , as it fills with water ."
4864287224.jpg, Two young boys fetching water with a unicef pail .
4864287224.jpg, A boy getting water in a blue bucket .
4865742217.jpg," A street vendor is standing in front of a sign , and whatever he is selling is on the ground in front of him ."
4865742217.jpg, a man in a t-shirt and shorts is trying to sell some paper fans on a sidewalk .
4865742217.jpg," A man on street , standing over some artwork , while several people pass by ."
4865742217.jpg, A man making artwork with fans is trying to get a lady 's attention .
4865742217.jpg, a man selling handmade fans that are spread out on the sidewalk
4866176322.jpg," A woman wearing a white tank top , sticking out her tounge and pointing to herself ."
4866176322.jpg, The woman in the pink sleeveless shirt points to herself and smiles .
4866176322.jpg, this lady is having her picture taken as she does two thumbs up .
4866176322.jpg, A teenage girl in a pink tank top with two thumbs up .
4866176322.jpg, A young girl in a white top is giving two thumbs up .
4866267667.jpg," At the corner of an intersection , a black vehicle waits as a woman in black holding a bag is crossing the street ."
4866267667.jpg, A person in dark clothes and carrying a bag is crossing the street .
4866267667.jpg, A man dressed in black walks alone through an empty crosswalk .
4866267667.jpg, Women crossing the street in front of a black car .
4866267667.jpg, A person is crossing the street at a crosswalk .
486720042.jpg, A black and white spotted dog is circling a gray and white dog .
486720042.jpg, A spotted dog playing on a baseball field with another dog .
486720042.jpg, Two dogs are running around each other in the sand .
486720042.jpg, two dogs play on a baseball field .
486720042.jpg, Two dogs play in a sandy field .
4867579379.jpg, A man wearing a red cap is playing chess with a young boy
4867579379.jpg, An older guy is playing chess with a young boy .
4867579379.jpg, Man and boy playing chess on the counter .
4867579379.jpg, A man is playing chess with a young boy .
4867579379.jpg, A man and boy playing a game of chess .
4868221460.jpg," A young couple , with the guy wearing a sports t-shirt , sunglasses pulled over his face , squinting while blond female , in a white blouse , wearing her sunglasses , has a black purse strap across her shoulder ."
4868221460.jpg, Two people wearing white shirts and sunglasses are standing across the street of a tall building with flags on top .
4868221460.jpg, A boy wearing sunglasses on his forehead and a woman wearing sunglasses on her eyes are staring .
4868221460.jpg, A man and a lady both wearing white shirts are looking off into the distance .
4868221460.jpg, The couple is looking at something .
4868582683.jpg, A man in an orange shirt and bathing suit rolls in a plastic ball through water .
4868582683.jpg, A man in an orange shirt is in a giant plastic ball that is in water .
4868582683.jpg, A man is inside a bubble floating over a body of water .
4868582683.jpg, A boy traverses a pool in a human-sized hamster ball .
4868582683.jpg, A young boy playing in a bubble playing in water .
486894388.jpg, Young man with short hair and a white shirt wearing headphones tilting his head sideways with his hand while seated in front of a computer screen inside of a room with books on the shelf .
486894388.jpg, A young man sitting in the dark wearing a white shirt with his hand turning his face up wearing earphones .
486894388.jpg, A young man stretching his neck and listening to his earbuds .
486894388.jpg, A young male sitting in front of a computer monitor
486894388.jpg, A man sits at a computer in the dark .
486975428.jpg," A middle-aged man in a white hate , navy sweater , and khaki pants is putting a golf ball ."
486975428.jpg," A man in a white hat , blue sweater , and khaki pants gets ready to attempt a putt ."
486975428.jpg, An older Gentlemen with a hat lining up a putt on a golf green
486975428.jpg, A man wearing a white hat is about to hit the golf ball .
486975428.jpg, An elderly man prepares to make a golf putt .
4869824245.jpg, traffic is present on the road and people are waiting to cross the road .
4869824245.jpg, Pedestrians are yielding to a firetruck as it enters the intersection .
4869824245.jpg, A firetruck rushes to the scene of an accident .
4869824245.jpg, A firetruck and people standing at a crosswalk .
4869824245.jpg, A firetruck turns right at the intersection .
4870291079.jpg, An older gentleman wearing a hat is walking on crutches next to a busy street .
4870291079.jpg, An elderly latino man on crutches makes his way through traffic .
4870291079.jpg, A man with crutches passes behind a white truck .
4870291079.jpg, A man in a blue shirt is walking with crutches .
4870291079.jpg, An elderly man with crutches hailing a taxi .
4871134747.jpg, Two men and a small child are walking outside near a brick wall and building .
4871134747.jpg, The back of two men with beanies on in front of a large stone wall .
4871134747.jpg," Two men in hats and sweaters , with a young child half hidden ."
4871134747.jpg, Two men wearing hats walk by an old wall .
4871134747.jpg, Two men with caps on their head walking .
4871268492.jpg, Small oriental girl trying to look through a telescope with eyes closed .
4871268492.jpg, A little girl is squinting and looking into a lens .
4871268492.jpg, A baby is looking into what looks like a telescope .
4871268492.jpg, A little girl is trying to look in the viewer .
4871268492.jpg, A little girl looking through a telescope .
4872614127.jpg," An African American man , painted gold with silver accents , stands in an outdoor photo shoot , with a woman in shorts taking his picture ."
4872614127.jpg, A woman photographs a black male who has painted gold figures all over his body .
4872614127.jpg, A woman in a blue shirt is photographing a man with gold body painted designs .
4872614127.jpg, A woman photographer taking a picture of a strangely colored human .
4872614127.jpg, A black man painted with gold gets his photo taken by a woman .
4873072568.jpg, A caucasian woman wearing glasses is holding a darker-skinned little boy outside of a school and both are rolling their tounges .
4873072568.jpg, Young boy in blue and young woman in turquoise stick their tongues out for the camera .
4873072568.jpg," A teenage girl is holding a young boy , both are sticking out their tongues ."
4873072568.jpg, A girl with a little boy both rolling their tongue as they stick it out .
4873072568.jpg, A woman and a child are sticking out their tongues for a photo .
4873128332.jpg, Small child plays with a swing on a playground with a backdrop of a dirt field with a number of construction workers .
4873128332.jpg, Young child plays on a swing set as construction workers dig in the background .
4873128332.jpg, A child playing on a swing set with construction workers in the background .
4873128332.jpg, A kid dressed in a gray sweat suit stands behind a swing at the park .
4873128332.jpg, A child in a playground playing with the swing .
4874068843.jpg, People working to clear the debris and excess materials after building highway bridge .
4874068843.jpg, Men are digging under a bridge with wood and bricks present .
4874068843.jpg, Workers cleaning up and rebuilding at a construction site .
4874068843.jpg, A construction crew working on a building site .
4874068843.jpg, A person is using a shovel and working hard .
487487795.jpg, Two dogs on hind legs with faces near each other on a grassy field .
487487795.jpg, A black and brown dog is playing with a brown and white dog .
487487795.jpg, Two dogs leap toward each other on a grassy lawn .
487487795.jpg, Two dogs are playing on the grass .
487487795.jpg, Two dogs playing .
4874913189.jpg," Two dogs are tied up outside a shop , with a bicycle leaning against the wall of the shop ."
4874913189.jpg, Two white dogs are looking out into the street and are sitting next to a white bicycle .
4874913189.jpg," Two dogs , that are tied to the building , patiently wait for their master to return ."
4874913189.jpg, Two puppies are sitting together next to a bike on black tiled flooring .
4874913189.jpg, Two dogs are sitting on a sidewalk .
4876064704.jpg," An African American female , with one sneaker on , a black sock on her other foot , pushes herself in a wheelchair , along an building , with a painting of a pink-haired , blue eyed female , looking shocked and afraid ."
4876064704.jpg," A person in a wheelchair in front of a picture of a woman , in black and white , with her mouth open ."
4876064704.jpg, A person in a wheelchair rides next to a large mural on the side of a building .
4876064704.jpg, A person in a wheelchair looks at a large painting on a building .
4876064704.jpg, A man in a wheelchair sits in front of a mural of a scared woman .
4876504906.jpg, A man in a nun costume has a cigarette in his mouth .
4876504906.jpg, A man dressed as a nun has a cigarette in his mouth .
4876504906.jpg, A man dressed as a nun smoking a cigarette .
4876504906.jpg, Man with cigarette in nun outfit .
4876504906.jpg, Male nun smoking a cigarette .
4877883053.jpg, Cyclist participating in an organized event cross a large suspension bridge and two women riders have stopped to pose for a picture .
4877883053.jpg, Two female bikers pose on a bridge as other riders travel by in a marathon .
4877883053.jpg, A big group of bicyclist are riding around on a large bridge .
4877883053.jpg, Women posing for a picture during a bicycle race on a bridge .
4877883053.jpg, There are many participants in this bike race .
4878089623.jpg, Six men in tuxedos stand next to a black metal fence outside the back doors of a marble building .
4878089623.jpg, A group of young men dressed in formal attire are standing outside of a marble building .
4878089623.jpg," There is a group of young men huddled in a circle , seemingly singing ."
4878089623.jpg, A black man in a tux surrounded by five other men behind a metal gate .
4878089623.jpg, Six formally-dressed black men stand at a railing near a fire exit .
4878985410.jpg," A blue automobile with european license plate , parked under a skinny white umbrella , in front of a crowd of people ."
4878985410.jpg, A blue car drives past a group of people standing under an umbrella .
4878985410.jpg, A blue car in front of people under a tent .
4878985410.jpg, People walking outside past a blue vehicle
4878985410.jpg, A green car parked near a crowded space .
4879539161.jpg," A trio of male musicians are performing with one playing a guitar and singing into a microphone , another holding a harmonica , and the third playing a bass guitar ."
4879539161.jpg, a group of musicians playing some music in front of a building .
4879539161.jpg, A man is singing into a microphone while playing a guitar .
4879539161.jpg, A band sings and play their guitar .
4879539161.jpg, A group of musicians performing .
488064659.jpg," Four children , two of whom are dressed all in black standing in the yard of a house with a basket full of what looks like eggs ."
488064659.jpg, A lady with two kids dressed in black jumpers looking at a girl with a pink jacket while a man and a woman talk behind the lady .
488064659.jpg, Three children and three adults are outside in the yard of a home and they have a basket sitting on the lawn .
488064659.jpg," A boy and girl in black jumpsuits stand facing a girl in a pink jacket , with adults in the background ."
488064659.jpg, Four females and two males dressed in pink and black .
488089932.jpg," Young boy with tongue out hula hooping with two hula hoops in a crowded area , man in blue shirt stands behind him ."
488089932.jpg, Girl sticks tongue out while hula hooping with two hoops
488089932.jpg, A little girl in brown is playing with two hula-hoops .
488089932.jpg, A girl is hula hooping on a sidewalk in New York .
488089932.jpg, a young girl uses two hula hoops .
4881829141.jpg, A woman in blue wearing glasses holds up a blue and white striped shirt to a boy wearing yellow who also has glasses .
4881829141.jpg, A boy in a yellow shirt is looking down while a lady in a blue shirt holds a shirt up to him to see if it fits .
4881829141.jpg," Two people , a dark color skin woman and a light skin color boy are shopping at a clothing store ."
4881829141.jpg, A woman is holding a striped shirt in front of a young boy with glasses .
4881829141.jpg, A woman sees what a striped shirt would look like on a boy in yellow .
4882049894.jpg, A group of boys is playing some game on the field .
4882049894.jpg, Five young men in a grassy area playing a game .
4882049894.jpg, A group of boys play outside in a green field .
4882049894.jpg, Five people standing on grass .
4882049894.jpg, Children playing cricket .
4882700736.jpg, A man in a black hat prepares to shine the brown shoes of a seated customer .
4882700736.jpg, A man is seated near another man that is standing on the sidewalk .
4882700736.jpg, A man with a hat polishes another man 's shoes .
4882700736.jpg, Two men on a street underneath an umbrella .
4882700736.jpg, A man sitting up high on a sidewalk .
488352274.jpg, Two brown dogs running and playing on a beach .
488352274.jpg, Two brown dogs are running on the sand .
488352274.jpg, Two brown dogs running together on sand
488352274.jpg, Two dogs run on the beach .
488352274.jpg, Two brown dogs on the sand
4883883679.jpg," three men outside in a field , and one is doing an obscure pose ."
4883883679.jpg, Three men playing outside on a flat field .
4883883679.jpg, The three men are playing with a frisbee .
4883883679.jpg, Three guys playing outside acting silly .
4883883679.jpg, Three guys are playing in a field .
4884134400.jpg, A boy is kissing a girl while sitting near a lake and a tree .
4884134400.jpg, A young girl and boy kids under a tree along the waterside .
4884134400.jpg, A young couple kisses on the grass in front of water .
4884134400.jpg," Two people sit in front of a lake , kissing ."
4884134400.jpg, A boy and girl are kissing by a lake .
488437959.jpg, A man in a bright orange shirt is standing in the middle of a group of people .
488437959.jpg, A birds-eye view of people standing around holding their drinks .
488437959.jpg, A man in a tight orange shirt is surrounded by many people .
488437959.jpg, This is an aerial view of people drinking beer at a party .
488437959.jpg, A few people are sitting around having a drinks .
4885361477.jpg," Two young men walk toward the camera , with the redheaded man on the left turning his head to look back at three women in the background who are walking away in the other direction ."
4885361477.jpg, A young man walking with another young man glances back at three girls they just passed
4885361477.jpg," Two men walking , one of which is looking back and the other looking directly ahead ."
4885361477.jpg, A young man wearing a blue jacket is turning his head .
4885361477.jpg, Two young people walk down a sidewalk in jackets .
488545333.jpg," Many people are clustered closely together , and several of them have alcohol ."
488545333.jpg, Guys and girls in a cramped place with drinks in hand .
488545333.jpg, A group of people are in a crowded place .
488545333.jpg, An aerial shot of a big crowd of people .
488545333.jpg, A crowd of people standing together .
488561283.jpg," A group of people , holding drinks are standing around talking ."
488561283.jpg," A crowd of adults , many drinking , socializing at a party"
488561283.jpg, A lot of people standing and socializing with each other .
488561283.jpg, Several people standing around at a party .
488561283.jpg, People mingle in a crowded bar .
488590040.jpg, Men standing on shore with fishing pole and boat in water
488590040.jpg, Two men stand near the water with their fishing poles .
488590040.jpg, Two men with fishing rods are standing on a shore
488590040.jpg, Two men holding their fishing poles .
488590040.jpg, Two fisherman looking at the water .
4886223475.jpg, A man in a one piece tunic is riding a bike in front of a sandstone wall while touching his nose .
4886223475.jpg," Man picking nose on bike , in tan hood jacket , by orange wall ."
4886223475.jpg, A man in a brown jumpsuit riding his bicycle on a sidewalk .
4886223475.jpg, A man rides a bicycle past an orange wall outside .
4886223475.jpg, A man rides his bike while picking his nose .
4886237647.jpg, Several people which appear to be friends stopping to take a picture .
4886237647.jpg, A group of people riding a walking belt at the airport .
4886237647.jpg, Six men in airport standing on moving walkway
4886237647.jpg, A group of men are riding a moving walkway .
4886237647.jpg, Six men ride on a moving sidewalk .
4886280540.jpg, Clown in red and black checkered pants on stilts acts as a puppet master as a female in blue hair acts as a marionette .
4886280540.jpg," A woman with blue hair , red gloves , striped socks and a black and white dress is holding still ."
4886280540.jpg, A woman is being controlled like a marionette by a guy standing on stilts .
4886280540.jpg, A woman in striped tights is being guided with strings .
4886280540.jpg, street performers putting on a show .
4886839805.jpg, Two athletic-looking young men with wet hair and wearing swimming trunks appear to pause after a swimming event .
4886839805.jpg, Two boys are standing in their blue swimming trunks .
4886839805.jpg, 2 wet boys in blue swimming suits
4886839805.jpg, Two young men at a swimming event
4886839805.jpg, Two young men in swimsuits .
4887472414.jpg, View from behind a tree of a dark-colored cat on the roof of a light gray automobile .
4887472414.jpg, A calico cat sits on top of a white vehicle parked in the woods .
4887472414.jpg, A house cat is sitting on top of an old white car .
4887472414.jpg, A tabby cat sitting on the roof of a white car .
4887472414.jpg, A brown cat is sitting on top of an old car .
4887520831.jpg, A girl dressed in a black shirt sits on a curb next to a man in a white shirt while others gather around a green statue in the square .
4887520831.jpg, Man and women sitting on the steps in the evening with many pillars around them .
4887520831.jpg, A couple are sitting and looking at a green colored statue .
4887520831.jpg, A crowd of people gathers around a green statue .
4887520831.jpg, This is nice place to relax and chat .
4887639158.jpg, A woman in a blue tank top and shorts with a concerned look on her face sits on a bench holding a baby and a cellphone .
4887639158.jpg, A woman in shorts and a blue tank top is sitting outside on a bench with a baby .
4887639158.jpg, A black woman sits on a bench with her child while holding a phone .
4887639158.jpg, A woman with her child is waiting on a bench .
4887639158.jpg, A woman sitting on a bench with her child .
4887777901.jpg," A man in a white shirt taking a photograph , while lots of people sit on the steps ."
4887777901.jpg, A man is taking a picture while people sit in bleachers in the background .
4887777901.jpg, Tourists sit around on the steps of a concrete area .
4887777901.jpg, A man is using a camera in a stadium .
4887777901.jpg, People milling around amphitheater .
4888017896.jpg," Two men are sitting at a table , one of them smoking , with two drinks on their table staring out into the area in front of them ."
4888017896.jpg, Two men inside having a drink while one smokes as they watch another man walking just outside .
4888017896.jpg, two men are sitting down at a table with drinks looking out at another man walking with a bag .
4888017896.jpg, Two people are at a table with drinks .
4888017896.jpg, Two men are conversing in a diner .
4889818024.jpg, A man wearing a blue shirt and dark pants is riding a bicycle and is approaching an intersection .
4889818024.jpg, A bearded man in a blue shirt rides a bike down a tree lined street .
4889818024.jpg, The man in the blue shirt is riding his bike down the street .
4889818024.jpg, A man in a blue shirt is riding in a bicycle on the street
4889818024.jpg, A man in a blue shirt is riding a bike .
4889930609.jpg, A woman is looking at her camera and her husband is standing facing her waiting to have his picture taken .
4889930609.jpg, A man and a woman holding a camera are interacting in a Chinatown marketplace .
4889930609.jpg, A couple of tourist in a Chinese market looking at their camera .
4889930609.jpg, A lady in a blue dress asks a local to take her picture .
4889930609.jpg, Man and woman enjoying their visit to an Asian market .
4891059394.jpg," A woman with long brown hair , sunglasses , white shirt , scarf and jeans with a bag on her right shoulder walking down a sidewalk ."
4891059394.jpg," A woman wearing a brown scarf and sunglasses , walks through a shopping outlet ."
4891059394.jpg," A person in sunglasses , a scarf , a shirt , and jeans is walking outside ."
4891059394.jpg, Women in a white shirt with a scarf walking while texting on her phone .
4891059394.jpg, women in white shirt with scarf and sunglasses
4891151258.jpg, A woman sitting with a man of about the same age reaches towards a bird who had just landed on the table where the two share a drink .
4891151258.jpg," A blond woman in a taupe jacket , standing behind a small table , reaches toward two fluttering birds ."
4891151258.jpg, A blond-haired woman in an off-white coat is shooing birds off a table .
4891151258.jpg, The lady in the trench coat is sweeping the bird off the table .
4891151258.jpg, A woman is reaching for a bird that landed on her table .
4891825066.jpg, A man in black and a man in green walk down through central park in new york .
4891825066.jpg, People walking down suburban street lined with light poles .
4891825066.jpg, Walking through park and looking at all the construction .
4891825066.jpg, A view down a city street from a park center .
4891825066.jpg, This man is walking towards a fountain .
4893288272.jpg, A group of people walk down a walkway surrounded by stores like McDonalds and Vagabond .
4893288272.jpg, A large group of people are walking outside passing by a McDonalds .
4893288272.jpg, People walking in a city outside of a McDonalds .
4893288272.jpg, People walk up and down a crowded market area .
4893288272.jpg, A bunch of people walking down sidewalk .
4893518190.jpg," A man in a gray suit walks down a stone corridor , carrying a briefcase ."
4893518190.jpg, A man in a business suit strolls beneath a covered walkway .
4893518190.jpg, Four people are depicted inside a cathedral-like building .
4893518190.jpg, A man in a suit is walking through an archway .
4893518190.jpg, People visiting a historical building .
4894395656.jpg, Two people ride their yellow bikes down the road together .
4894395656.jpg, Two motorcyclists traveling down the road .
4894395656.jpg, Two people riding yellow motorcycles .
4894395656.jpg, Two motorcyclist ride down a street .
4894395656.jpg, Two people ride yellow motorcycles .
4894888206.jpg, A small group takes time to relax as they lounge in the grass .
4894888206.jpg, Tattooed men and women kick back and relax at a park .
4894888206.jpg, A group of young men and woman gather at a park .
4894888206.jpg, A group of people relaxing in a park .
4894888206.jpg, A group of people lay in the park .
4895398811.jpg," A man with a full head of hair and wearing a backpack , shirt , black slacks and dress shoes is walking out of "" New York Dolls Gentlemen 's Club . """
4895398811.jpg, A woman in black pants crosses a busy sidewalk in front of a gentlemen 's club .
4895398811.jpg, A man in black slacks leaves the New York Dolls Gentlemen 's ' Club .
4895398811.jpg," Gentlemen leave their club titled "" New York Dolls . """
4895398811.jpg, A man is exiting a gentleman 's club .
4895560344.jpg," Hotdog stand with red and yellow umbrellas , a male customer at the counter , and a red motor scooter behind him ."
4895560344.jpg, A man buying a hotdog at a hotdog stand on the side of the street during the night .
4895560344.jpg, Vendor serving a couple of customers at an outdoor hotdog stand at dusk .
4895560344.jpg, A man orders a hotdog from a street vendor .
4895560344.jpg, A man buys food from a street vendor .
4895768110.jpg," Kids walking on the street , one blond girl wearing a white outfit drinking from a straw , one brown-haired girl in white shorts and dark top , turned around , holding her cellphone ."
4895768110.jpg, A young girl wearing a white jumper drinks from a straw while other girls congregate behind her .
4895768110.jpg, Kids hanging out with drinks in their hands .
4895768110.jpg, Four girls are walking down the sidewalk .
4895768110.jpg, Three young girls walk down a sidewalk .
4895977486.jpg," Male in brown leather jacket and black slacks , looking down at his phone , leaning against a brown painted box ."
4895977486.jpg, A man leans against something to text while people pass by on the sidewalk .
4895977486.jpg, A man in a burgundy shirt is checking his cellphone on the sidewalk .
4895977486.jpg, A young man checks his phone while leaning on a newspaper bin .
4895977486.jpg, A man in a brown shirt looking down at his hand .
4896173039.jpg, A woman wearing a black sari with orange floral print reads a book with a purple cover .
4896173039.jpg, Woman in a robe type garb reading a book in what appears to be a public location .
4896173039.jpg, An indian woman lounges on a park bench in her burka as she reads a book .
4896173039.jpg, A woman wearing a print robe is reading a book .
4896173039.jpg, A woman in a robe reading a book .
4897479032.jpg, A shirtless man is painting over a graffiti filled wall with a paint roller .
4897479032.jpg, A shirtless man is painting street art on a concrete wall .
4897479032.jpg, A shirtless blond man spray paints graffiti on a wall .
4897479032.jpg, A man is drawing graffiti on the side of a gray wall .
4897479032.jpg, A man painting a wall covered in graffiti .
4898064668.jpg," A group of people standing on the steps of a church as the bridal party , dressed in blue exits the church ."
4898064668.jpg, Large group of people all dressed up standing in two loosely organized lines on stairs .
4898064668.jpg, People standing on church steps for a wedding celebration .
4898064668.jpg, People standing on a big set of stairs at an event .
4898064668.jpg, People gathered outside of a church on the stairs .
4898694629.jpg, A huge inflatable santa slide with two people selling something on the side of the road
4898694629.jpg, Two people are sitting on a road near an inflatable slide that has Santa Claus on it .
4898694629.jpg, Two people sitting along side a road with a large Santa bouncy house in the distance .
4898694629.jpg, Two people are sitting beside the street in front of a giant Christmas inflatable .
4898694629.jpg, Two people are sitting on the side of the road in front of a carnival .
4898769564.jpg, One young man in a white t-shirt takes a photograph of two other young men wearing baseball caps on a wall in front of a body of water .
4898769564.jpg, A young man is taking pictures of two friends next to the ocean .
4898769564.jpg, Three friends pause for a photo by the water .
4898769564.jpg, Three young men standing atop a ledge .
4898769564.jpg, Adults taking a picture on the coast .
4898817738.jpg, A young man wearing jeans and a black shirt break-dances for young spectators .
4898817738.jpg, A man is breakdancing on a large mat while some people watch .
4898817738.jpg, A man is break-dancing for an audience on the street .
4898817738.jpg, A male is breakdancing in front of an audience .
4898817738.jpg, This man is demonstrating unique dancing .
4898860007.jpg, One person wearing yellow and black is mountain biking on a dirt trail through the woods .
4898860007.jpg, The mountain biker is about to go off a big jump in the canyon that is full of trees .
4898860007.jpg, Bicyclist jumping a mountain bike over a hill with a forest in the background .
4898860007.jpg, a biker riding alone in a remote area jumping over objects .
4898860007.jpg, A man mountain biking through a wooded area is airborne .
4899074189.jpg, A male in a purple shirt and white hat is driving a vehicle that has four wheels and some sort of basket in the front of it carrying three people .
4899074189.jpg, A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back .
4899074189.jpg, An Asian family travels in a motorized car on a busy street in a city .
4899074189.jpg, A man rides some people on a street cart in traffic .
4899074189.jpg, Three people sitting in a large bike basket .
4900546628.jpg," Two young men , one standing before a microphone and one sitting and drinking from a cup , are on stage , along with two paintings , a white screen , a lamp , and an Apple laptop ."
4900546628.jpg, One man wearing glasses sits in front of an Apple computer and drinks from a cup while another man wearing a cap and glasses stands in front of a microphone .
4900546628.jpg," Two men in front of a projector screen , one at a microphone ."
4900546628.jpg, guy doing his dubbing and the director drinking his beverage
4900546628.jpg, Two men are on stage giving some sort of presentation .
4900761380.jpg, Three people are standing by the store and the owner is sitting inside of the store
4900761380.jpg, Three men stand beside a blue produce stall outside .
4900761380.jpg, Three guys hanging out outside of a fruit stand .
4900761380.jpg, Three men are hanging out at the fruit stand .
4900761380.jpg, a few men are standing around a fruit stall .
4900937408.jpg, Three kids waiting in the canal under the weeping willow trees .
4900937408.jpg, Three men are bathing in a canal without their shirts .
4900937408.jpg, three children play in flooded culvert .
4900937408.jpg, Children playing in a stream .
4900937408.jpg, Children playing in a river .
4901396689.jpg," A shirtless , blue-eyed , short-haired boy is wet from the shallow pool , where two other people are standing in the water ."
4901396689.jpg, A young shirtless boy in front of a pool while a woman in religious wear stands behind him .
4901396689.jpg, A group of children playing in the shallow water .
4901396689.jpg, Young boys stares deeply into the camera .
4901396689.jpg, The image links are broken .
4901651849.jpg," An elderly woman sitting on a chair outside a door reading while wearing a bright floral dress , red hat , in a warm toned setting ."
4901651849.jpg, A woman with a yellow hat and multicolored dress examines a book on a patio .
4901651849.jpg, A woman wearing a yellow hat is sitting on a porch .
4901651849.jpg, A man sitting outside of a building reading .
4901651849.jpg," Little Old Lady , sitting on her Porch ."
4902698747.jpg, A black man with green shorts and a black shirt sitting on a concrete slab .
4902698747.jpg, A man with green pants sitting on a bench reading a publication .
4902698747.jpg, An old man sits on a stone bench outside looking down intently .
4902698747.jpg, A man reads will sitting outside .
4902698747.jpg, A homeless man sits and stares
